#title:Vectorfield

0.103448	0.103448	0.103448	0.103448	0.103448	0.103448	0.103448	0.103448	0.103448	0.103448	0.103448	0.103448	0.103448	0.103448	0.103448	0.103448	0.103448	0.103448	0.103448	0.103448
0.172414	0.172414	0.172414	0.172414	0.172414	0.172414	0.172414	0.172414	0.172414	0.172414	0.172414	0.172414	0.172414	0.172414	0.172414	0.172414	0.172414	0.172414	0.172414	0.172414
0.241379	0.241379	0.241379	0.241379	0.241379	0.241379	0.241379	0.241379	0.241379	0.241379	0.241379	0.241379	0.241379	0.241379	0.241379	0.241379	0.241379	0.241379	0.241379	0.241379
0.310345	0.310345	0.310345	0.310345	0.310345	0.310345	0.310345	0.310345	0.310345	0.310345	0.310345	0.310345	0.310345	0.310345	0.310345	0.310345	0.310345	0.310345	0.310345	0.310345
0.379310	0.379310	0.379310	0.379310	0.379310	0.379310	0.379310	0.379310	0.379310	0.379310	0.379310	0.379310	0.379310	0.379310	0.379310	0.379310	0.379310	0.379310	0.379310	0.379310
0.448276	0.448276	0.448276	0.448276	0.448276	0.448276	0.448276	0.448276	0.448276	0.448276	0.448276	0.448276	0.448276	0.448276	0.448276	0.448276	0.448276	0.448276	0.448276	0.448276
0.517241	0.517241	0.517241	0.517241	0.517241	0.517241	0.517241	0.517241	0.517241	0.517241	0.517241	0.517241	0.517241	0.517241	0.517241	0.517241	0.517241	0.517241	0.517241	0.517241
0.586207	0.586207	0.586207	0.586207	0.586207	0.586207	0.586207	0.586207	0.586207	0.586207	0.586207	0.586207	0.586207	0.586207	0.586207	0.586207	0.586207	0.586207	0.586207	0.586207
0.655172	0.655172	0.655172	0.655172	0.655172	0.655172	0.655172	0.655172	0.655172	0.655172	0.655172	0.655172	0.655172	0.655172	0.655172	0.655172	0.655172	0.655172	0.655172	0.655172
0.724138	0.724138	0.724138	0.724138	0.724138	0.724138	0.724138	0.724138	0.724138	0.724138	0.724138	0.724138	0.724138	0.724138	0.724138	0.724138	0.724138	0.724138	0.724138	0.724138
0.793103	0.793103	0.793103	0.793103	0.793103	0.793103	0.793103	0.793103	0.793103	0.793103	0.793103	0.793103	0.793103	0.793103	0.793103	0.793103	0.793103	0.793103	0.793103	0.793103
0.862069	0.862069	0.862069	0.862069	0.862069	0.862069	0.862069	0.862069	0.862069	0.862069	0.862069	0.862069	0.862069	0.862069	0.862069	0.862069	0.862069	0.862069	0.862069	0.862069
0.931034	0.931034	0.931034	0.931034	0.931034	0.931034	0.931034	0.931034	0.931034	0.931034	0.931034	0.931034	0.931034	0.931034	0.931034	0.931034	0.931034	0.931034	0.931034	0.931034
1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000

-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
-1.000000	-0.894737	-0.789474	-0.684211	-0.578947	-0.473684	-0.368421	-0.263158	-0.157895	-0.052632	0.052632	0.157895	0.263158	0.368421	0.473684	0.578947	0.684211	0.789474	0.894737	1.000000
