#title: Polar heatmap
#x_range: 0,360
#y_range: 0,7

0.884413    0.870201    0.828019    0.759224    0.666027    0.551423    0.419096    0.273299    0.118718    -0.039679    -0.196801    -0.347597    -0.487221    -0.611185    -0.715506    -0.796829    -0.852542    -0.880853    -0.880853    -0.852542    -0.796829    -0.715506    -0.611185    -0.487221    -0.347597    -0.196801    -0.039679    0.118718    0.273299    0.419096    0.551423    0.666027    0.759224    0.828019    0.870201    0.884413
0.968595    0.953029    0.906832    0.831489    0.729421    0.603909    0.458987    0.299312    0.130018    -0.043456    -0.215533    -0.380682    -0.533596    -0.669360    -0.783609    -0.872674    -0.933689    -0.964695    -0.964695    -0.933689    -0.872674    -0.783609    -0.669360    -0.533596    -0.380682    -0.215533    -0.043456    0.130018    0.299312    0.458987    0.603909    0.729421    0.831489    0.906832    0.953029    0.968595
0.550258    0.541415    0.515170    0.472368    0.414383    0.343080    0.260750    0.170039    0.073863    -0.024687    -0.122444    -0.216265    -0.303135    -0.380262    -0.445168    -0.495765    -0.530428    -0.548042    -0.548042    -0.530428    -0.495765    -0.445168    -0.380262    -0.303135    -0.216265    -0.122444    -0.024687    0.073863    0.170039    0.260750    0.343080    0.414383    0.472368    0.515170    0.541415    0.550258
-0.153559    -0.151092    -0.143768    -0.131823    -0.115641    -0.095743    -0.072767    -0.047452    -0.020613    0.006889    0.034170    0.060353    0.084595    0.106119    0.124232    0.138352    0.148026    0.152941    0.152941    0.148026    0.138352    0.124232    0.106119    0.084595    0.060353    0.034170    0.006889    -0.020613    -0.047452    -0.072767    -0.095743    -0.115641    -0.131823    -0.143768    -0.151092    -0.153559
-0.777708    -0.765210    -0.728117    -0.667623    -0.585670    -0.484893    -0.368531    -0.240325    -0.104394    0.034892    0.173056    0.305659    0.428437    0.537445    0.629179    0.700691    0.749682    0.774577    0.774577    0.749682    0.700691    0.629179    0.537445    0.428437    0.305659    0.173056    0.034892    -0.104394    -0.240325    -0.368531    -0.484893    -0.585670    -0.667623    -0.728117    -0.765210    -0.777708
-0.998373    -0.982328    -0.934711    -0.857052    -0.751846    -0.622475    -0.473098    -0.308514    -0.134015    0.044792    0.222159    0.392385    0.550000    0.689938    0.807700    0.899503    0.962394    0.994354    0.994354    0.962394    0.899503    0.807700    0.689938    0.550000    0.392385    0.222159    0.044792    -0.134015    -0.308514    -0.473098    -0.622475    -0.751846    -0.857052    -0.934711    -0.982328    -0.998373
-0.701070    -0.689804    -0.656366    -0.601833    -0.527956    -0.437110    -0.332215    -0.216643    -0.094107    0.031453    0.156003    0.275538    0.386217    0.484483    0.567178    0.631642    0.675805    0.698248    0.698248    0.675805    0.631642    0.567178    0.484483    0.386217    0.275538    0.156003    0.031453    -0.094107    -0.216643    -0.332215    -0.437110    -0.527956    -0.601833    -0.656366    -0.689804    -0.701070
-0.040044    -0.039401    -0.037491    -0.034376    -0.030156    -0.024967    -0.018976    -0.012374    -0.005375    0.001797    0.008911    0.015738    0.022060    0.027673    0.032396    0.036079    0.038601    0.039883    0.039883    0.038601    0.036079    0.032396    0.027673    0.022060    0.015738    0.008911    0.001797    -0.005375    -0.012374    -0.018976    -0.024967    -0.030156    -0.034376    -0.037491    -0.039401    -0.040044
0.641757    0.631444    0.600835    0.550916    0.483289    0.400129    0.304109    0.198314    0.086145    -0.028792    -0.142804    -0.252227    -0.353542    -0.443494    -0.519192    -0.578203    -0.618630    -0.639174    -0.639174    -0.618630    -0.578203    -0.519192    -0.443494    -0.353542    -0.252227    -0.142804    -0.028792    0.086145    0.198314    0.304109    0.400129    0.483289    0.550916    0.600835    0.631444    0.641757
0.990607    0.974688    0.927441    0.850386    0.745998    0.617634    0.469418    0.306115    0.132972    -0.044443    -0.220431    -0.389333    -0.545723    -0.684572    -0.801418    -0.892506    -0.954909    -0.986619    -0.986619    -0.954909    -0.892506    -0.801418    -0.684572    -0.545723    -0.389333    -0.220431    -0.044443    0.132972    0.306115    0.469418    0.617634    0.745998    0.850386    0.927441    0.974688    0.990607
